ds,y
2016-05-05,961.0
2016-05-06,827.0
2016-05-07,876.0
2016-05-08,713.0
2016-05-09,825.0
2016-05-10,791.0
2016-05-11,779.0
2016-05-12,796.0
2016-05-13,765.0
2016-05-14,597.0
2016-05-15,616.0
2016-05-16,774.0
2016-05-17,777.0
2016-05-18,697.0
2016-05-19,4759.0
2016-05-20,2579.0
2016-05-21,1864.0
2016-05-22,1359.0
2016-05-23,1209.0
2016-05-24,1093.0
2016-05-25,805.0
2016-05-26,773.0
2016-05-27,700.0
2016-05-28,498.0
2016-05-29,688.0
2016-05-30,650.0
2016-05-31,803.0
2016-06-01,640.0
2016-06-02,622.0
2016-06-03,580.0
2016-06-04,606.0
2016-06-05,590.0
2016-06-06,609.0
2016-06-07,586.0
2016-06-08,513.0
2016-06-09,466.0
2016-06-10,460.0
2016-06-11,418.0
2016-06-12,582.0
2016-06-13,577.0
2016-06-14,483.0
2016-06-15,446.0
2016-06-16,513.0
2016-06-17,476.0
2016-06-18,400.0
2016-06-19,506.0
2016-06-20,545.0
2016-06-21,451.0
2016-06-22,460.0
2016-06-23,542.0
2016-06-24,489.0
2016-06-25,404.0
2016-06-26,445.0
2016-06-27,609.0
2016-06-28,604.0
2016-06-29,475.0
2016-06-30,549.0
2016-07-01,488.0
2016-07-02,347.0
2016-07-03,454.0
2016-07-04,470.0
2016-07-05,475.0
2016-07-06,451.0
2016-07-07,433.0
2016-07-08,359.0
2016-07-09,367.0
2016-07-10,447.0
2016-07-11,507.0
2016-07-12,516.0
2016-07-13,437.0
2016-07-14,406.0
2016-07-15,412.0
2016-07-16,427.0
2016-07-17,456.0
2016-07-18,463.0
2016-07-19,417.0
2016-07-20,431.0
2016-07-21,424.0
2016-07-22,387.0
2016-07-23,402.0
2016-07-24,424.0
2016-07-25,457.0
2016-07-26,437.0
2016-07-27,431.0
2016-07-28,435.0
2016-07-29,543.0
2016-07-30,535.0
2016-07-31,494.0
2016-08-01,646.0
2016-08-02,503.0
2016-08-03,2171.0
2016-08-04,2232.0
2016-08-05,2390.0
2016-08-06,780.0
2016-08-07,595.0
2016-08-08,636.0
2016-08-09,604.0
2016-08-10,926.0
2016-08-11,697.0
2016-08-12,924.0
2016-08-13,395.0
2016-08-14,414.0
2016-08-15,449.0
2016-08-16,479.0
2016-08-17,458.0
2016-08-18,427.0
2016-08-19,404.0
2016-08-20,392.0
2016-08-21,412.0
2016-08-22,459.0
2016-08-23,461.0
2016-08-24,461.0
2016-08-25,387.0
2016-08-26,403.0
2016-08-27,433.0
2016-08-28,635.0
2016-08-29,460.0
2016-08-30,431.0
2016-08-31,413.0
2016-09-01,388.0
2016-09-02,344.0
2016-09-03,353.0
2016-09-04,330.0
2016-09-05,361.0
2016-09-06,536.0
2016-09-07,482.0
2016-09-08,401.0
2016-09-09,376.0
2016-09-10,380.0
2016-09-11,377.0
2016-09-12,375.0
2016-09-13,494.0
2016-09-14,420.0
2016-09-15,382.0
2016-09-16,331.0
2016-09-17,396.0
2016-09-18,380.0
2016-09-19,390.0
2016-09-20,378.0
2016-09-21,379.0
2016-09-22,339.0
2016-09-23,352.0
2016-09-24,313.0
2016-09-25,344.0
2016-09-26,406.0
2016-09-27,442.0
2016-09-28,492.0
2016-09-29,416.0
2016-09-30,334.0
2016-10-01,355.0
2016-10-02,362.0
2016-10-03,370.0
2016-10-04,344.0
2016-10-05,359.0
2016-10-06,343.0
2016-10-07,390.0
2016-10-08,310.0
2016-10-09,333.0
2016-10-10,313.0
2016-10-11,342.0
2016-10-12,355.0
2016-10-13,341.0
2016-10-14,337.0
2016-10-15,323.0
2016-10-16,350.0
2016-10-17,398.0
2016-10-18,340.0
2016-10-19,356.0
2016-10-20,363.0
2016-10-21,299.0
2016-10-22,316.0
2016-10-23,348.0
2016-10-24,450.0
2016-10-25,376.0
2016-10-26,309.0
2016-10-27,337.0
2016-10-28,363.0
2016-10-29,408.0
2016-10-30,375.0
2016-10-31,376.0
2016-11-01,336.0
2016-11-02,400.0
2016-11-03,358.0
2016-11-04,375.0
2016-11-05,291.0
2016-11-06,334.0
2016-11-07,331.0
2016-11-08,338.0
2016-11-09,275.0
2016-11-10,321.0
2016-11-11,295.0
2016-11-12,313.0
2016-11-13,330.0
2016-11-14,357.0
2016-11-15,363.0
2016-11-16,395.0
2016-11-17,371.0
2016-11-18,291.0
2016-11-19,326.0
2016-11-20,401.0
2016-11-21,460.0
2016-11-22,382.0
2016-11-23,416.0
2016-11-24,334.0
2016-11-25,331.0
2016-11-26,311.0
2016-11-27,384.0
2016-11-28,416.0
2016-11-29,1917.0
2016-11-30,1315.0
2016-12-01,826.0
2016-12-02,686.0
2016-12-03,629.0
2016-12-04,479.0
2016-12-05,530.0
2016-12-06,469.0
2016-12-07,880.0
2016-12-08,844.0
2016-12-09,561.0
2016-12-10,438.0
2016-12-11,523.0
2016-12-12,516.0
2016-12-13,423.0
2016-12-14,430.0
2016-12-15,485.0
2016-12-16,409.0
2016-12-17,383.0
2016-12-18,445.0
2016-12-19,464.0
2016-12-20,378.0
2016-12-21,1274.0
2016-12-22,765.0
2016-12-23,421.0
2016-12-24,398.0
2016-12-25,1179.0
2016-12-26,791.0
2016-12-27,975.0
2016-12-28,720.0
2016-12-29,563.0
2016-12-30,554.0
2016-12-31,495.0
2017-01-01,512.0
2017-01-02,495.0
2017-01-03,639.0
2017-01-04,524.0
2017-01-05,545.0
2017-01-06,419.0
2017-01-07,359.0
2017-01-08,403.0
2017-01-09,517.0
2017-01-10,461.0
2017-01-11,363.0
2017-01-12,384.0
2017-01-13,357.0
2017-01-14,327.0
2017-01-15,355.0
2017-01-16,533.0
2017-01-17,457.0
2017-01-18,368.0
2017-01-19,328.0
2017-01-20,282.0
2017-01-21,272.0
2017-01-22,342.0
2017-01-23,293.0
2017-01-24,326.0
2017-01-25,291.0
2017-01-26,278.0
2017-01-27,306.0
2017-01-28,286.0
2017-01-29,299.0
2017-01-30,266.0
2017-01-31,269.0
2017-02-01,262.0
2017-02-02,296.0
2017-02-03,281.0
2017-02-04,286.0
2017-02-05,328.0
2017-02-06,320.0
2017-02-07,317.0
2017-02-08,294.0
2017-02-09,300.0
2017-02-10,282.0
2017-02-11,265.0
2017-02-12,305.0
2017-02-13,340.0
2017-02-14,254.0
2017-02-15,283.0
2017-02-16,294.0
2017-02-17,255.0
2017-02-18,262.0
2017-02-19,378.0
2017-02-20,299.0
2017-02-21,347.0
2017-02-22,331.0
2017-02-23,318.0
2017-02-24,304.0
2017-02-25,301.0
2017-02-26,369.0
2017-02-27,288.0
2017-02-28,340.0
2017-03-01,344.0
2017-03-02,268.0
2017-03-03,287.0
2017-03-04,275.0
2017-03-05,352.0
2017-03-06,374.0
2017-03-07,349.0
2017-03-08,324.0
2017-03-09,409.0
2017-03-10,377.0
2017-03-11,296.0
2017-03-12,331.0
2017-03-13,340.0
2017-03-14,430.0
2017-03-15,325.0
2017-03-16,372.0
2017-03-17,306.0
2017-03-18,526.0
2017-03-19,2249.0
2017-03-20,972.0
2017-03-21,534.0
2017-03-22,438.0
2017-03-23,354.0
2017-03-24,321.0
2017-03-25,301.0
2017-03-26,366.0
2017-03-27,353.0
2017-03-28,323.0
2017-03-29,292.0
2017-03-30,262.0
2017-03-31,240.0
2017-04-01,244.0
2017-04-02,268.0
2017-04-03,294.0
2017-04-04,305.0
2017-04-05,265.0
2017-04-06,279.0
2017-04-07,226.0
2017-04-08,189.0
2017-04-09,261.0
2017-04-10,239.0
2017-04-11,274.0
2017-04-12,241.0
2017-04-13,733.0
2017-04-14,203.0
2017-04-15,219.0
2017-04-16,265.0
2017-04-17,293.0
2017-04-18,268.0
2017-04-19,251.0
2017-04-20,309.0
2017-04-21,236.0
2017-04-22,209.0
2017-04-23,241.0
2017-04-24,267.0
2017-04-25,238.0
2017-04-26,254.0
2017-04-27,216.0
2017-04-28,238.0
2017-04-29,197.0
2017-04-30,258.0
2017-05-01,296.0
2017-05-02,274.0
2017-05-03,248.0
2017-05-04,261.0
2017-05-05,239.0
2017-05-06,224.0
2017-05-07,245.0
2017-05-08,242.0
2017-05-09,231.0
2017-05-10,249.0
2017-05-11,267.0
2017-05-12,227.0
2017-05-13,262.0
2017-05-14,218.0
2017-05-15,222.0
2017-05-16,259.0
2017-05-17,237.0
2017-05-18,201.0
2017-05-19,227.0
2017-05-20,208.0
2017-05-21,202.0
2017-05-22,241.0
2017-05-23,221.0
2017-05-24,192.0
2017-05-25,219.0
2017-05-26,205.0
2017-05-27,167.0
2017-05-28,201.0
2017-05-29,219.0
2017-05-30,260.0
2017-05-31,226.0
2017-06-01,234.0
2017-06-02,185.0
2017-06-03,214.0
2017-06-04,199.0
2017-06-05,283.0
2017-06-06,257.0
2017-06-07,229.0
2017-06-08,229.0
2017-06-09,234.0
2017-06-10,251.0
2017-06-11,219.0
2017-06-12,281.0
2017-06-13,231.0
2017-06-14,237.0
2017-06-15,226.0
2017-06-16,222.0
2017-06-17,176.0
2017-06-18,228.0
2017-06-19,226.0
2017-06-20,237.0
2017-06-21,264.0
2017-06-22,249.0
2017-06-23,215.0
2017-06-24,206.0
2017-06-25,223.0
2017-06-26,262.0
2017-06-27,265.0
2017-06-28,230.0
2017-06-29,262.0
2017-06-30,240.0
2017-07-01,385.0
2017-07-02,229.0
2017-07-03,237.0
2017-07-04,246.0
2017-07-05,248.0
2017-07-06,244.0
2017-07-07,260.0
2017-07-08,239.0
2017-07-09,261.0
2017-07-10,298.0
2017-07-11,292.0
2017-07-12,312.0
2017-07-13,274.0
2017-07-14,243.0
2017-07-15,349.0
2017-07-16,284.0
2017-07-17,384.0
2017-07-18,352.0
2017-07-19,275.0
2017-07-20,271.0
2017-07-21,231.0
2017-07-22,256.0
2017-07-23,265.0
2017-07-24,273.0
2017-07-25,420.0
2017-07-26,274.0
2017-07-27,281.0
2017-07-28,287.0
2017-07-29,250.0
2017-07-30,261.0
2017-07-31,233.0
2017-08-01,275.0
2017-08-02,277.0
2017-08-03,312.0
2017-08-04,235.0
2017-08-05,255.0
2017-08-06,299.0
2017-08-07,366.0
2017-08-08,293.0
2017-08-09,266.0
2017-08-10,256.0
2017-08-11,296.0
2017-08-12,212.0
2017-08-13,249.0
2017-08-14,233.0
2017-08-15,273.0
2017-08-16,260.0
2017-08-17,243.0
2017-08-18,212.0
2017-08-19,216.0
2017-08-20,278.0
2017-08-21,282.0
2017-08-22,224.0
2017-08-23,251.0
2017-08-24,261.0
2017-08-25,194.0
2017-08-26,211.0
2017-08-27,225.0
2017-08-28,220.0
2017-08-29,267.0
2017-08-30,212.0
2017-08-31,204.0
2017-09-01,209.0
2017-09-02,230.0
2017-09-03,236.0
2017-09-04,207.0
2017-09-05,227.0
2017-09-06,223.0
2017-09-07,211.0
2017-09-08,187.0
2017-09-09,188.0
2017-09-10,210.0
