ds,y
2016-10-13,96.0
2016-10-14,106.0
2016-10-15,114.0
2016-10-16,58.0
2016-10-17,89.0
2016-10-18,92.0
2016-10-19,98.0
2016-10-20,212.0
2016-10-21,123.0
2016-10-22,58.0
2016-10-23,72.0
2016-10-24,63.0
2016-10-25,82.0
2016-10-26,96.0
2016-10-27,83.0
2016-10-28,65.0
2016-10-29,141.0
2016-10-30,70.0
2016-10-31,130.0
2016-11-01,100.0
2016-11-02,84.0
2016-11-03,121.0
2016-11-04,90.0
2016-11-05,83.0
2016-11-06,103.0
2016-11-07,80.0
2016-11-08,135.0
2016-11-09,105.0
2016-11-10,86.0
2016-11-11,100.0
2016-11-12,87.0
2016-11-13,139.0
2016-11-14,93.0
2016-11-15,179.0
2016-11-16,87.0
2016-11-17,310.0
2016-11-18,133.0
2016-11-19,109.0
2016-11-20,103.0
2016-11-21,93.0
2016-11-22,115.0
2016-11-23,122.0
2016-11-24,79.0
2016-11-25,91.0
2016-11-26,102.0
2016-11-27,106.0
2016-11-28,123.0
2016-11-29,111.0
2016-11-30,281.0
2016-12-01,102.0
2016-12-02,117.0
2016-12-03,219.0
2016-12-04,173.0
2016-12-05,202.0
2016-12-06,124.0
2016-12-07,224.0
2016-12-08,142.0
2016-12-09,117.0
2016-12-10,143.0
2016-12-11,125.0
2016-12-12,155.0
2016-12-13,105.0
2016-12-14,101.0
2016-12-15,115.0
2016-12-16,162.0
2016-12-17,146.0
2016-12-18,120.0
2016-12-19,114.0
2016-12-20,135.0
2016-12-21,167.0
2016-12-22,126.0
2016-12-23,110.0
2016-12-24,169.0
2016-12-25,112.0
2016-12-26,105.0
2016-12-27,134.0
2016-12-28,117.0
2016-12-29,175.0
2016-12-30,138.0
2016-12-31,107.0
2017-01-01,127.0
2017-01-02,129.0
2017-01-03,115.0
2017-01-04,172.0
2017-01-05,223.0
2017-01-06,340.0
2017-01-07,162.0
2017-01-08,287.0
2017-01-09,106.0
2017-01-10,203.0
2017-01-11,172.0
2017-01-12,127.0
2017-01-13,108.0
2017-01-14,149.0
2017-01-15,134.0
2017-01-16,154.0
2017-01-17,157.0
2017-01-18,224.0
2017-01-19,177.0
2017-01-20,156.0
2017-01-21,187.0
2017-01-22,164.0
2017-01-23,125.0
2017-01-24,188.0
2017-01-25,251.0
2017-01-26,272.0
2017-01-27,245.0
2017-01-28,275.0
2017-01-29,210.0
2017-01-30,176.0
2017-01-31,214.0
2017-02-01,140.0
2017-02-02,213.0
2017-02-03,190.0
2017-02-04,219.0
2017-02-05,195.0
2017-02-06,278.0
2017-02-07,272.0
2017-02-08,301.0
2017-02-09,246.0
2017-02-10,358.0
2017-02-11,455.0
2017-02-12,391.0
2017-02-13,1356.0
2017-02-14,2887.0
2017-02-15,1356.0
2017-02-16,431.0
2017-02-17,292.0
2017-02-18,218.0
2017-02-19,240.0
2017-02-20,253.0
2017-02-21,192.0
2017-02-22,229.0
2017-02-23,252.0
2017-02-24,209.0
2017-02-25,155.0
2017-02-26,200.0
2017-02-27,180.0
2017-02-28,205.0
2017-03-01,290.0
2017-03-02,152.0
2017-03-03,147.0
2017-03-04,165.0
2017-03-05,154.0
2017-03-06,205.0
2017-03-07,226.0
2017-03-08,204.0
2017-03-09,340.0
2017-03-10,186.0
2017-03-11,343.0
2017-03-12,423.0
2017-03-13,360.0
2017-03-14,348.0
2017-03-15,224.0
2017-03-16,257.0
2017-03-17,333.0
2017-03-18,736.0
2017-03-19,252.0
2017-03-20,262.0
2017-03-21,171.0
2017-03-22,195.0
2017-03-23,185.0
2017-03-24,153.0
2017-03-25,151.0
2017-03-26,167.0
2017-03-27,245.0
2017-03-28,117.0
2017-03-29,193.0
2017-03-30,151.0
2017-03-31,148.0
2017-04-01,146.0
2017-04-02,121.0
2017-04-03,148.0
2017-04-04,181.0
2017-04-05,208.0
2017-04-06,233.0
2017-04-07,211.0
2017-04-08,194.0
2017-04-09,176.0
2017-04-10,165.0
2017-04-11,209.0
2017-04-12,184.0
2017-04-13,170.0
2017-04-14,165.0
2017-04-15,184.0
2017-04-16,192.0
2017-04-17,162.0
2017-04-18,179.0
2017-04-19,233.0
2017-04-20,163.0
2017-04-21,128.0
2017-04-22,179.0
2017-04-23,177.0
2017-04-24,205.0
2017-04-25,176.0
2017-04-26,250.0
2017-04-27,421.0
2017-04-28,207.0
2017-04-29,146.0
2017-04-30,139.0
2017-05-01,173.0
2017-05-02,145.0
2017-05-03,208.0
2017-05-04,170.0
2017-05-05,127.0
2017-05-06,136.0
2017-05-07,153.0
2017-05-08,125.0
2017-05-09,125.0
2017-05-10,132.0
2017-05-11,160.0
2017-05-12,170.0
2017-05-13,204.0
2017-05-14,172.0
2017-05-15,136.0
2017-05-16,146.0
2017-05-17,164.0
2017-05-18,178.0
2017-05-19,209.0
2017-05-20,134.0
2017-05-21,152.0
2017-05-22,152.0
2017-05-23,547.0
2017-05-24,106.0
2017-05-25,149.0
2017-05-26,110.0
2017-05-27,112.0
2017-05-28,141.0
2017-05-29,111.0
2017-05-30,120.0
2017-05-31,154.0
2017-06-01,163.0
2017-06-02,134.0
2017-06-03,196.0
2017-06-04,173.0
2017-06-05,170.0
2017-06-06,167.0
2017-06-07,103.0
2017-06-08,128.0
2017-06-09,141.0
2017-06-10,140.0
2017-06-11,205.0
2017-06-12,162.0
2017-06-13,317.0
2017-06-14,257.0
2017-06-15,147.0
2017-06-16,118.0
2017-06-17,129.0
2017-06-18,136.0
2017-06-19,131.0
2017-06-20,186.0
2017-06-21,159.0
2017-06-22,175.0
2017-06-23,162.0
2017-06-24,135.0
2017-06-25,124.0
2017-06-26,135.0
2017-06-27,156.0
2017-06-28,131.0
2017-06-29,360.0
2017-06-30,152.0
2017-07-01,99.0
2017-07-02,70.0
2017-07-03,101.0
2017-07-04,133.0
2017-07-05,119.0
2017-07-06,174.0
2017-07-07,166.0
2017-07-08,129.0
2017-07-09,162.0
2017-07-10,133.0
2017-07-11,127.0
2017-07-12,110.0
2017-07-13,151.0
2017-07-14,172.0
2017-07-15,135.0
2017-07-16,91.0
2017-07-17,159.0
2017-07-18,144.0
2017-07-19,167.0
2017-07-20,162.0
2017-07-21,161.0
2017-07-22,148.0
2017-07-23,174.0
2017-07-24,223.0
2017-07-25,200.0
2017-07-26,206.0
2017-07-27,260.0
2017-07-28,381.0
2017-07-29,114.0
2017-07-30,178.0
2017-07-31,502.0
2017-08-01,166.0
2017-08-02,244.0
2017-08-03,938.0
2017-08-04,151.0
2017-08-05,173.0
2017-08-06,169.0
2017-08-07,207.0
2017-08-08,153.0
2017-08-09,203.0
2017-08-10,229.0
2017-08-11,199.0
2017-08-12,200.0
2017-08-13,223.0
2017-08-14,165.0
2017-08-15,129.0
2017-08-16,195.0
2017-08-17,154.0
2017-08-18,151.0
2017-08-19,110.0
2017-08-20,136.0
2017-08-21,294.0
2017-08-22,191.0
2017-08-23,243.0
2017-08-24,326.0
2017-08-25,226.0
2017-08-26,169.0
2017-08-27,286.0
2017-08-28,332.0
2017-08-29,267.0
2017-08-30,211.0
2017-08-31,164.0
2017-09-01,181.0
2017-09-02,215.0
2017-09-03,327.0
2017-09-04,193.0
2017-09-05,171.0
2017-09-06,146.0
2017-09-07,320.0
2017-09-08,540.0
2017-09-09,227.0
2017-09-10,134.0
